VARIABLES = x, y
ZONE I=40, J=40
0.000000  0.000000
0.051282  -0.080426
0.102564  -0.160331
0.153846  -0.239197
0.205128  -0.316513
0.256410  -0.391779
0.307692  -0.464506
0.358974  -0.534224
0.410256  -0.600481
0.461538  -0.662848
0.512821  -0.720919
0.564103  -0.774321
0.615385  -0.822705
0.666667  -0.865760
0.717949  -0.903205
0.769231  -0.934799
0.820513  -0.960336
0.871795  -0.979652
0.923077  -0.992620
0.974359  -0.999157
1.025641  -0.999222
1.076923  -0.992812
1.128205  -0.979970
1.179487  -0.960779
1.230769  -0.935363
1.282051  -0.903888
1.333333  -0.866556
1.384615  -0.823610
1.435897  -0.775328
1.487179  -0.722022
1.538462  -0.664039
1.589744  -0.601754
1.641026  -0.535570
1.692308  -0.465916
1.743590  -0.393244
1.794872  -0.318023
1.846154  -0.240743
1.897436  -0.161903
1.948718  -0.082013
2.000000  0.000000
0.000000  0.051282
0.051282  0.002909
0.102564  -0.054987
0.153846  -0.115565
0.205128  -0.176158
0.256410  -0.235446
0.307692  -0.292627
0.358974  -0.347141
0.410256  -0.398563
0.461538  -0.446556
0.512821  -0.490850
0.564103  -0.531223
0.615385  -0.567494
0.666667  -0.599515
0.717949  -0.627167
0.769231  -0.650353
0.820513  -0.668997
0.871795  -0.683040
0.923077  -0.692441
0.974359  -0.697170
1.025641  -0.697214
1.076923  -0.692574
1.128205  -0.683262
1.179487  -0.669306
1.230769  -0.650748
1.282051  -0.627647
1.333333  -0.600078
1.384615  -0.568137
1.435897  -0.531944
1.487179  -0.491645
1.538462  -0.447420
1.589744  -0.399489
1.641026  -0.348121
1.692308  -0.293651
1.743590  -0.236498
1.794872  -0.177215
1.846154  -0.116582
1.897436  -0.055874
1.948718  0.002379
2.000000  0.051282
0.000000  0.102564
0.051282  0.066563
0.102564  0.023541
0.153846  -0.023432
0.205128  -0.071861
0.256410  -0.120138
0.307692  -0.167222
0.358974  -0.212412
0.410256  -0.255205
0.461538  -0.295232
0.512821  -0.332212
0.564103  -0.365929
0.615385  -0.396214
0.666667  -0.422939
0.717949  -0.446002
0.769231  -0.465327
0.820513  -0.480857
0.871795  -0.492547
0.923077  -0.500368
0.974359  -0.504300
1.025641  -0.504335
1.076923  -0.500473
1.128205  -0.492721
1.179487  -0.481100
1.230769  -0.465638
1.282051  -0.446379
1.333333  -0.423380
1.384615  -0.396717
1.435897  -0.366491
1.487179  -0.332829
1.538462  -0.295898
1.589744  -0.255912
1.641026  -0.213149
1.692308  -0.167976
1.743590  -0.120886
1.794872  -0.072571
1.846154  -0.024052
1.897436  0.023086
1.948718  0.066348
2.000000  0.102564
0.000000  0.153846
0.051282  0.124224
0.102564  0.090098
0.153846  0.052635
0.205128  0.013349
0.256410  -0.026455
0.307692  -0.065779
0.358974  -0.103889
0.410256  -0.140242
0.461538  -0.174431
0.512821  -0.206148
0.564103  -0.235157
0.615385  -0.261277
0.666667  -0.284369
0.717949  -0.304326
0.769231  -0.321067
0.820513  -0.334529
0.871795  -0.344669
0.923077  -0.351455
0.974359  -0.354867
1.025641  -0.354895
1.076923  -0.351540
1.128205  -0.344811
1.179487  -0.334726
1.230769  -0.321318
1.282051  -0.304630
1.333333  -0.284724
1.384615  -0.261679
1.435897  -0.235603
1.487179  -0.206633
1.538462  -0.174948
1.589744  -0.140783
1.641026  -0.104441
1.692308  -0.066326
1.743590  -0.026976
1.794872  0.012883
1.846154  0.052260
1.897436  0.089850
1.948718  0.124117
2.000000  0.153846
0.000000  0.205128
0.051282  0.179636
0.102564  0.151185
0.153846  0.120264
0.205128  0.087720
0.256410  0.054456
0.307692  0.021274
0.358974  -0.011165
0.410256  -0.042339
0.461538  -0.071838
0.512821  -0.099343
0.564103  -0.124603
0.615385  -0.147426
0.666667  -0.167657
0.717949  -0.185181
0.769231  -0.199906
0.820513  -0.211764
0.871795  -0.220705
0.923077  -0.226692
0.974359  -0.229702
1.025641  -0.229725
1.076923  -0.226761
1.128205  -0.220820
1.179487  -0.211925
1.230769  -0.200111
1.282051  -0.185427
1.333333  -0.167943
1.384615  -0.147748
1.435897  -0.124957
1.487179  -0.099723
1.538462  -0.072238
1.589744  -0.042750
1.641026  -0.011575
1.692308  0.020879
1.743590  0.054094
1.794872  0.087412
1.846154  0.120029
1.897436  0.151037
1.948718  0.179572
2.000000  0.205128
0.000000  0.256410
0.051282  0.233986
0.102564  0.209515
0.153846  0.183258
0.205128  0.155717
0.256410  0.127494
0.307692  0.099191
0.358974  0.071351
0.410256  0.044435
0.461538  0.018824
0.512821  -0.005170
0.564103  -0.027299
0.615385  -0.047363
0.666667  -0.065202
0.717949  -0.080691
0.769231  -0.093733
0.820513  -0.104252
0.871795  -0.112192
0.923077  -0.117512
0.974359  -0.120189
1.025641  -0.120208
1.076923  -0.117570
1.128205  -0.112287
1.179487  -0.104383
1.230769  -0.093900
1.282051  -0.080891
1.333333  -0.065433
1.384615  -0.047621
1.435897  -0.027580
1.487179  -0.005469
1.538462  0.018515
1.589744  0.044123
1.641026  0.071046
1.692308  0.098905
1.743590  0.127239
1.794872  0.155507
1.846154  0.183103
1.897436  0.209418
1.948718  0.233944
2.000000  0.256410
0.000000  0.307692
0.051282  0.287724
0.102564  0.266269
0.153846  0.243512
0.205128  0.219781
0.256410  0.195489
0.307692  0.171083
0.358974  0.146990
0.410256  0.123600
0.461538  0.101250
0.512821  0.080225
0.564103  0.060763
0.615385  0.043061
0.666667  0.027276
0.717949  0.013538
0.769231  0.001949
0.820513  -0.007414
0.871795  -0.014489
0.923077  -0.019234
0.974359  -0.021621
1.025641  -0.021637
1.076923  -0.019281
1.128205  -0.014567
1.179487  -0.007521
1.230769  0.001813
1.282051  0.013376
1.333333  0.027090
1.384615  0.042854
1.435897  0.060541
1.487179  0.079991
1.538462  0.101010
1.589744  0.123362
1.641026  0.146762
1.692308  0.170872
1.743590  0.195306
1.794872  0.219632
1.846154  0.243404
1.897436  0.266201
1.948718  0.287693
2.000000  0.307692
0.000000  0.358974
0.051282  0.341053
0.102564  0.322014
0.153846  0.302009
0.205128  0.281273
0.256410  0.260109
0.307692  0.238849
0.358974  0.217833
0.410256  0.197378
0.461538  0.177776
0.512821  0.159280
0.564103  0.142108
0.615385  0.126446
0.666667  0.112446
0.717949  0.100236
0.769231  0.089916
0.820513  0.081568
0.871795  0.075252
0.923077  0.071013
0.974359  0.068880
1.025641  0.068867
1.076923  0.070975
1.128205  0.075188
1.179487  0.081480
1.230769  0.089806
1.282051  0.100104
1.333333  0.112296
1.384615  0.126281
1.435897  0.141931
1.487179  0.159096
1.538462  0.177590
1.589744  0.197196
1.641026  0.217660
1.692308  0.238692
1.743590  0.259974
1.794872  0.281165
1.846154  0.301930
1.897436  0.321965
1.948718  0.341030
2.000000  0.358974
0.000000  0.410256
0.051282  0.394085
0.102564  0.377054
0.153846  0.359292
0.205128  0.340985
0.256410  0.322362
0.307692  0.303684
0.358974  0.285216
0.410256  0.267223
0.461538  0.249948
0.512821  0.233614
0.564103  0.218416
0.615385  0.204525
0.666667  0.192083
0.717949  0.181212
0.769231  0.172011
0.820513  0.164558
0.871795  0.158913
0.923077  0.155123
0.974359  0.153215
1.025641  0.153205
1.076923  0.155091
1.128205  0.158861
1.179487  0.164486
1.230769  0.171921
1.282051  0.181106
1.333333  0.191962
1.384615  0.204392
1.435897  0.218275
1.487179  0.233469
1.538462  0.249802
1.589744  0.267081
1.641026  0.285084
1.692308  0.303564
1.743590  0.322260
1.794872  0.340903
1.846154  0.359232
1.897436  0.377016
1.948718  0.394067
2.000000  0.410256
0.000000  0.461538
0.051282  0.446889
0.102564  0.431567
0.153846  0.415685
0.205128  0.399396
0.256410  0.382884
0.307692  0.366355
0.358974  0.350025
0.410256  0.334111
0.461538  0.318819
0.512821  0.304341
0.564103  0.290851
0.615385  0.278500
0.666667  0.267422
0.717949  0.257729
0.769231  0.249514
0.820513  0.242853
0.871795  0.237805
0.923077  0.234413
0.974359  0.232705
1.025641  0.232696
1.076923  0.234387
1.128205  0.237762
1.179487  0.242794
1.230769  0.249441
1.282051  0.257643
1.333333  0.267325
1.384615  0.278394
1.435897  0.290738
1.487179  0.304226
1.538462  0.318704
1.589744  0.334000
1.641026  0.349922
1.692308  0.366262
1.743590  0.382805
1.794872  0.399333
1.846154  0.415639
1.897436  0.431537
1.948718  0.446876
2.000000  0.461538
0.000000  0.512821
0.051282  0.499512
0.102564  0.485669
0.153846  0.471395
0.205128  0.456817
0.256410  0.442087
0.307692  0.427375
0.358974  0.412859
0.410256  0.398717
0.461538  0.385126
0.512821  0.372250
0.564103  0.360241
0.615385  0.349235
0.666667  0.339352
0.717949  0.330696
0.769231  0.323352
0.820513  0.317393
0.871795  0.312874
0.923077  0.309836
0.974359  0.308307
1.025641  0.308300
1.076923  0.309815
1.128205  0.312839
1.179487  0.317345
1.230769  0.323293
1.282051  0.330625
1.333333  0.339273
1.384615  0.349149
1.435897  0.360151
1.487179  0.372158
1.538462  0.385035
1.589744  0.398630
1.641026  0.412777
1.692308  0.427303
1.743590  0.442026
1.794872  0.456768
1.846154  0.471358
1.897436  0.485646
1.948718  0.499501
2.000000  0.512821
0.000000  0.564103
0.051282  0.551985
0.102564  0.539441
0.153846  0.526561
0.205128  0.513457
0.256410  0.500256
0.307692  0.487100
0.358974  0.474137
0.410256  0.461520
0.461538  0.449397
0.512821  0.437910
0.564103  0.427191
0.615385  0.417362
0.666667  0.408529
0.717949  0.400787
0.769231  0.394214
0.820513  0.388878
0.871795  0.384828
0.923077  0.382106
0.974359  0.380735
1.025641  0.380729
1.076923  0.382088
1.128205  0.384800
1.179487  0.388838
1.230769  0.394166
1.282051  0.400730
1.333333  0.408465
1.384615  0.417292
1.435897  0.427119
1.487179  0.437836
1.538462  0.449324
1.589744  0.461451
1.641026  0.474073
1.692308  0.487043
1.743590  0.500207
1.794872  0.513418
1.846154  0.526532
1.897436  0.539422
1.948718  0.551977
2.000000  0.564103
0.000000  0.615385
0.051282  0.604334
0.102564  0.592940
0.153846  0.581284
0.205128  0.569464
0.256410  0.557589
0.307692  0.545781
0.358974  0.534164
0.410256  0.522868
0.461538  0.512021
0.512821  0.501744
0.564103  0.492154
0.615385  0.483357
0.666667  0.475449
0.717949  0.468514
0.769231  0.462624
0.820513  0.457839
0.871795  0.454208
0.923077  0.451765
0.974359  0.450536
1.025641  0.450531
1.076923  0.451751
1.128205  0.454184
1.179487  0.457807
1.230769  0.462584
1.282051  0.468467
1.333333  0.475397
1.384615  0.483301
1.435897  0.492095
1.487179  0.501684
1.538462  0.511962
1.589744  0.522812
1.641026  0.534113
1.692308  0.545735
1.743590  0.557550
1.794872  0.569432
1.846154  0.581261
1.897436  0.592925
1.948718  0.604327
2.000000  0.615385
0.000000  0.666667
0.051282  0.656577
0.102564  0.646209
0.153846  0.635637
0.205128  0.624947
0.256410  0.614235
0.307692  0.603604
0.358974  0.593163
0.410256  0.583021
0.461538  0.573289
0.512821  0.564073
0.564103  0.555474
0.615385  0.547586
0.666667  0.540494
0.717949  0.534273
0.769231  0.528988
0.820513  0.524694
0.871795  0.521434
0.923077  0.519241
0.974359  0.518137
1.025641  0.518133
1.076923  0.519229
1.128205  0.521414
1.179487  0.524667
1.230769  0.528955
1.282051  0.534235
1.333333  0.540451
1.384615  0.547540
1.435897  0.555426
1.487179  0.564024
1.538462  0.573241
1.589744  0.582976
1.641026  0.593121
1.692308  0.603567
1.743590  0.614204
1.794872  0.624922
1.846154  0.635618
1.897436  0.646196
1.948718  0.656571
2.000000  0.666667
0.000000  0.717949
0.051282  0.708728
0.102564  0.699281
0.153846  0.689676
0.205128  0.679990
0.256410  0.670304
0.307692  0.660711
0.358974  0.651303
0.410256  0.642176
0.461538  0.633425
0.512821  0.625143
0.564103  0.617418
0.615385  0.610333
0.666667  0.603963
0.717949  0.598375
0.769231  0.593627
0.820513  0.589769
0.871795  0.586840
0.923077  0.584869
0.974359  0.583877
1.025641  0.583874
1.076923  0.584859
1.128205  0.586824
1.179487  0.589747
1.230769  0.593600
1.282051  0.598343
1.333333  0.603928
1.384615  0.610295
1.435897  0.617379
1.487179  0.625103
1.538462  0.633386
1.589744  0.642139
1.641026  0.651269
1.692308  0.660681
1.743590  0.670279
1.794872  0.679969
1.846154  0.689661
1.897436  0.699271
1.948718  0.708723
2.000000  0.717949
0.000000  0.769231
0.051282  0.760800
0.102564  0.752185
0.153846  0.743447
0.205128  0.734656
0.256410  0.725884
0.307692  0.717210
0.358974  0.708717
0.410256  0.700487
0.461538  0.692604
0.512821  0.685148
0.564103  0.678197
0.615385  0.671824
0.666667  0.666095
0.717949  0.661069
0.769231  0.656799
0.820513  0.653330
0.871795  0.650695
0.923077  0.648923
0.974359  0.648031
1.025641  0.648028
1.076923  0.648915
1.128205  0.650682
1.179487  0.653312
1.230769  0.656777
1.282051  0.661043
1.333333  0.666066
1.384615  0.671793
1.435897  0.678165
1.487179  0.685116
1.538462  0.692572
1.589744  0.700457
1.641026  0.708689
1.692308  0.717186
1.743590  0.725863
1.794872  0.734639
1.846154  0.743435
1.897436  0.752176
1.948718  0.760795
2.000000  0.769231
0.000000  0.820513
0.051282  0.812801
0.102564  0.804940
0.153846  0.796985
0.205128  0.788997
0.256410  0.781042
0.307692  0.773189
0.358974  0.765510
0.410256  0.758078
0.461538  0.750966
0.512821  0.744244
0.564103  0.737981
0.615385  0.732241
0.666667  0.727082
0.717949  0.722557
0.769231  0.718714
0.820513  0.715590
0.871795  0.713219
0.923077  0.711624
0.974359  0.710821
1.025641  0.710819
1.076923  0.711617
1.128205  0.713208
1.179487  0.715576
1.230769  0.718695
1.282051  0.722536
1.333333  0.727058
1.384615  0.732215
1.435897  0.737955
1.487179  0.744218
1.538462  0.750940
1.589744  0.758054
1.641026  0.765487
1.692308  0.773169
1.743590  0.781025
1.794872  0.788983
1.846154  0.796975
1.897436  0.804933
1.948718  0.812798
2.000000  0.820513
0.000000  0.871795
0.051282  0.864741
0.102564  0.857566
0.153846  0.850319
0.205128  0.843056
0.256410  0.835835
0.307692  0.828718
0.358974  0.821767
0.410256  0.815048
0.461538  0.808624
0.512821  0.802557
0.564103  0.796907
0.615385  0.791732
0.666667  0.787082
0.717949  0.783005
0.769231  0.779542
0.820513  0.776728
0.871795  0.774593
0.923077  0.773156
0.974359  0.772433
1.025641  0.772431
1.076923  0.773150
1.128205  0.774584
1.179487  0.776716
1.230769  0.779527
1.282051  0.782987
1.333333  0.787062
1.384615  0.791711
1.435897  0.796886
1.487179  0.802535
1.538462  0.808602
1.589744  0.815028
1.641026  0.821748
1.692308  0.828701
1.743590  0.835821
1.794872  0.843044
1.846154  0.850310
1.897436  0.857560
1.948718  0.864738
2.000000  0.871795
0.000000  0.923077
0.051282  0.916626
0.102564  0.910076
0.153846  0.903473
0.205128  0.896866
0.256410  0.890308
0.307692  0.883853
0.358974  0.877557
0.410256  0.871478
0.461538  0.865670
0.512821  0.860190
0.564103  0.855089
0.615385  0.850419
0.666667  0.846225
0.717949  0.842549
0.769231  0.839428
0.820513  0.836892
0.871795  0.834967
0.923077  0.833672
0.974359  0.833021
1.025641  0.833019
1.076923  0.833667
1.128205  0.834959
1.179487  0.836881
1.230769  0.839415
1.282051  0.842535
1.333333  0.846209
1.384615  0.850402
1.435897  0.855071
1.487179  0.860171
1.538462  0.865652
1.589744  0.871461
1.641026  0.877542
1.692308  0.883839
1.743590  0.890296
1.794872  0.896857
1.846154  0.903466
1.897436  0.910071
1.948718  0.916624
2.000000  0.923077
0.000000  0.974359
0.051282  0.968462
0.102564  0.962485
0.153846  0.956469
0.205128  0.950458
0.256410  0.944501
0.307692  0.938644
0.358974  0.932939
0.410256  0.927435
0.461538  0.922182
0.512821  0.917229
0.564103  0.912622
0.615385  0.908406
0.666667  0.904622
0.717949  0.901306
0.769231  0.898490
0.820513  0.896204
